0	8.02553
0.2	2.85194
0.4	8.94238
0.6	12.99039
0.8	18.59934
1	24.80500
1.2	24.36757
1.4	21.86728
1.6	20.25141
1.8	20.78956
2	16.40731
2.2	16.14948
2.4	10.30684
2.6	18.40183
2.8	23.76531
3	30.03280
3.2	26.34584
3.4	19.64277
3.6	6.48931
3.8	4.07833
4	8.02384
4.2	14.15682
4.4	15.87649
4.6	14.88300
4.8	15.33493
5	18.22590
5.2	23.76007
5.4	30.03521
5.6	23.15526
5.8	14.10704
6	16.53484
6.2	11.96119
6.4	0.28531
6.6	2.97411
6.8	7.82325
7	14.36050
7.2	11.94485
7.4	19.84400
7.6	20.22319
7.8	26.23441
8	28.36637
8.2	24.72085
8.4	22.26264
8.6	19.72821
8.8	12.34738
9	3.41203
9.2	6.72434
9.4	6.47619
9.6	9.81992
9.8	7.53653
10	11.60235
10.2	7.69355
10.4	3.39111
10.6	11.14767
10.8	19.15648
11	19.84400
11.2	18.73305
11.4	10.48005
11.6	6.83155
11.8	15.55217
12	20.79464
12.2	28.53353
12.4	31.85881
12.6	19.81666
12.8	12.72521
13	9.24064
13.2	15.70367
13.4	21.33231
13.6	20.36190
13.8	16.93117
14	20.92437
14.2	14.22237
14.4	6.42317
14.6	7.94466
14.8	13.71722
15	18.64886
15.2	13.62626
15.4	17.41755
15.6	21.60153
15.8	18.85093
16	17.36300
16.2	14.82670
16.4	9.47160
16.6	11.47990
16.8	13.95107
17	21.02317
17.2	22.44142
17.4	25.86527
17.6	21.72378
17.8	24.88219
18	29.76600
18.2	33.75318
18.4	24.02667
18.6	9.77315
18.8	9.21222
19	10.08834
19.2	11.30770
19.4	17.55544
19.6	22.38274
19.8	26.11543
20	22.27188
20.2	15.51015
20.4	13.67984
20.6	9.45114
20.8	7.51669
21	12.83852
21.2	14.57956
21.4	7.29433
21.6	5.34549
21.8	9.47181
22	8.14480
22.2	8.27726
22.4	14.96300
22.6	21.29944
22.8	19.00747
23	11.47817
23.2	14.75988
23.4	23.00789
23.6	26.67340
23.8	22.00812
24	23.90965
24.2	31.13215
24.4	28.34713
24.6	16.58546
24.8	15.80484
25	0.00000
25.2	1.08793
25.4	5.49214
25.6	8.68071
25.8	14.30927
26	17.93408
26.2	17.36300
26.4	18.15175
26.6	23.85216
26.8	25.74089
27	22.11096
27.2	18.83900
27.4	6.46421
27.6	2.83549
27.8	12.43000
28	13.05357
28.2	14.95950
28.4	19.83836
28.6	21.06098
28.8	19.88684
29	19.84400
29.2	27.98494
29.4	29.67692
29.6	24.09252
29.8	21.33887
30	11.22736
30.2	7.18183
30.4	8.93549
30.6	11.92469
30.8	10.51296
31	3.51996
31.2	7.46465
31.4	12.11569
31.6	18.44644
31.8	21.79135
32	18.49731
32.2	6.11565
32.4	12.56974
32.6	19.70848
32.8	19.10264
33	21.92087
33.2	21.76685
33.4	18.58245
33.6	17.36300
33.8	21.24179
34	25.85627
34.2	28.03843
34.4	19.66641
34.6	10.76496
34.8	10.14307
35	15.59379
35.2	23.47854
35.4	23.45107
35.6	19.84400
35.8	20.98033
36	11.80791
36.2	2.24338
36.4	7.66197
36.6	13.23245
36.8	18.10407
37	22.03458
37.2	21.27787
37.4	17.80772
37.6	18.60400
37.8	19.83950
38	20.75744
38.2	18.10485
38.4	21.94512
38.6	28.27280
38.8	27.61056
39	15.34842
39.2	7.30127
39.4	3.03692
39.6	7.03652
39.8	10.78400
40	12.20851
40.2	20.22273
40.4	23.38989
40.6	29.18278
40.8	23.66826
41	12.57874
41.2	1.88531
41.4	10.31815
41.6	12.01727
41.8	15.03355
42	18.77415
42.2	22.36773
42.4	17.46005
42.6	16.14549
42.8	16.20073
43	19.77430
43.2	25.76393
43.4	14.59292
43.6	8.01745
43.8	16.32631
44	21.76156
44.2	27.76832
44.4	22.08367
44.6	23.19068
44.8	26.66446
45	28.29937
45.2	27.53140
45.4	25.33728
45.6	22.88499
45.8	10.66686
46	4.86490
46.2	4.13400
46.4	5.60085
46.6	9.36074
46.8	11.50894
47	6.30727
47.2	7.82653
47.4	15.69953
47.6	22.51931
47.8	23.32195
48	15.08047
48.2	12.75271
48.4	16.04318
48.6	19.85913
48.8	22.32400
49	19.81040
49.2	15.52654
49.4	16.03073
49.6	20.33884
49.8	18.41714
50	10.99922
50.2	10.61089
50.4	14.38514
50.6	14.59710
50.8	19.80237
51	26.93883
51.2	30.68159
51.4	31.43133
51.6	16.96189
51.8	0.00000
52	3.69833
52.2	10.71230
52.4	4.51000
52.6	7.08339
52.8	15.87791
53	17.96037
53.2	18.13494
53.4	15.54956
53.6	20.24719
53.8	29.08412
54	31.07703
54.2	22.82917
54.4	15.92798
54.6	3.47992
54.8	4.91052
55	10.69651
55.2	20.31493
55.4	25.95584
55.6	22.27676
55.8	18.60754
56	28.55015
56.2	24.93402
56.4	18.90821
56.6	20.92251
56.8	14.90521
57	9.18244
57.2	14.17873
57.4	23.59855
57.6	21.70134
57.8	16.99830
58	18.18100
58.2	10.60006
58.4	1.78642
58.6	3.87375
58.8	11.10861
59	12.55004
59.2	14.22224
59.4	16.66370
59.6	19.97707
59.8	21.08400
60	21.82862
60.2	24.71498
60.4	26.83685
60.6	24.19626
60.8	17.05700
61	5.58156
61.2	0.00000
61.4	4.41246
61.6	7.45171
61.8	9.94585
62	16.32132
62.2	16.03342
62.4	16.09625
62.6	19.84400
62.8	22.72668
63	26.60203
63.2	27.28500
63.4	27.80371
63.6	26.52457
63.8	20.49398
64	17.22910
64.2	15.79835
64.4	8.12635
64.6	10.22525
64.8	17.58262
65	21.33375
65.2	25.51061
65.4	23.28648
65.6	10.75866
65.8	6.22055
66	8.97902
66.2	14.42072
66.4	11.70987
66.6	9.70389
66.8	2.21100
67	2.27939
67.2	5.51778
67.4	14.67277
67.6	10.79771
67.8	20.08000
68	19.69425
68.2	14.88300
68.4	15.07268
68.6	18.56037
68.8	17.26645
69	12.42381
69.2	18.52771
69.4	27.08889
69.6	18.91760
69.8	9.52053
70	14.27211
70.2	20.70572
70.4	23.38763
70.6	27.95703
70.8	30.67952
71	18.31492
71.2	16.12300
71.4	4.82117
71.6	2.48000
71.8	6.14308
72	15.00788
72.2	19.23043
72.4	10.57229
72.6	1.99540
72.8	4.68316
73	7.53804
73.2	2.51012
73.4	9.10639
73.6	16.34354
73.8	24.69578
74	30.35640
74.2	34.22921
74.4	30.21707
74.6	21.85047
74.8	10.12606
75	5.49318
75.2	10.88018
75.4	15.83295
75.6	20.45277
75.8	18.09767
76	13.57079
76.2	17.70641
76.4	18.36031
76.6	14.31086
76.8	14.08018
77	12.94370
77.2	8.85893
77.4	10.92282
77.6	18.89346
77.8	23.20359
78	26.18820
78.2	25.06584
78.4	23.20008
78.6	11.26295
78.8	16.77607
79	19.36465
79.2	9.92200
79.4	8.89557
79.6	6.26962
79.8	12.13284
80	14.23521
80.2	17.54126
80.4	19.23710
80.6	23.84268
80.8	26.52251
81	28.88795
81.2	4.41632
81.4	0.53637
81.6	10.87760
81.8	13.64832
82	20.09732
82.2	27.18941
82.4	34.50845
82.6	24.07100
82.8	21.23568
83	18.79609
83.2	20.85218
83.4	25.50230
83.6	26.04500
83.8	30.30568
84	4.86947
84.2	0.00000
84.4	0.00000
84.6	0.00000
84.8	0.00000
85	0.00000
85.2	0.00000
85.4	0.00000
85.6	0.00000
85.8	0.00000
86	0.00000
86.2	0.00000
86.4	0.00000
86.6	0.00000
86.8	0.00000
87	0.00000
87.2	0.00000
87.4	0.00000
87.6	0.00000
87.8	0.00000
88	0.00000
88.2	0.00000
88.4	0.00000
88.6	0.00000
88.8	0.00000
89	0.00000
89.2	0.00000
89.4	0.00000
