89.6	0.00000
89.8	0.00000
90	0.00000
90.2	0.00000
90.4	0.00000
90.6	0.00000
90.8	0.00000
91	0.00000
91.2	0.00000
91.4	0.00000
91.6	0.00000
91.8	0.00000
92	0.00000
92.2	0.00000
92.4	0.00000
92.6	0.00000
92.8	0.00000
93	0.00000
93.2	0.00000
93.4	0.00000
93.6	0.00000
93.8	0.00000
94	0.00000
94.2	0.00000
94.4	0.00000
94.6	0.00000
94.8	0.00000
95	0.00000
95.2	0.00000
95.4	0.00000
95.6	0.00000
95.8	0.00000
96	0.00000
96.2	0.00000
96.4	0.00000
96.6	0.00000
96.8	0.00000
97	0.00000
97.2	0.00000
97.4	0.00000
97.6	0.00000
97.8	0.00000
98	0.00000
98.2	0.00000
98.4	0.00000
98.6	0.00000
98.8	0.00000
99	0.00000
99.2	0.00000
99.4	0.00000
99.6	0.00000
99.8	0.00000
100	0.00000
	0.00000
	0.00000
