27.6	1274864.12438
27.8	1442620.51113
28	1358669.75851
28.2	1342773.00000
28.4	1238733.68931
28.6	1220703.00000
28.8	1169729.59970
29	1260511.16995
29.2	1231836.55650
29.4	1220703.00000
29.6	1220703.00000
29.8	1220703.00000
30	1172923.44027
30.2	1206926.53657
30.4	1220703.00000
30.6	1266975.21527
30.8	1327495.17048
31	1297517.28198
31.2	1236952.77392
31.4	1264990.49644
31.6	1237986.03086
31.8	1220703.00000
32	1220703.00000
32.2	1220703.00000
32.4	1220703.00000
32.6	1220703.00000
32.8	1301673.40702
33	1262959.65761
33.2	1220703.00000
33.4	1220703.00000
33.6	1220703.00000
33.8	1220703.00000
34	1183700.55383
34.2	1196092.41762
34.4	1220703.00000
34.6	1220703.00000
34.8	1255441.21283
35	1281738.00000
35.2	1248137.42362
35.4	1286828.11560
35.6	1277723.28512
35.8	1220703.00000
36	1220703.00000
36.2	1220703.00000
36.4	1220703.00000
36.6	1220703.00000
36.8	1336881.43149
37	1407870.14746
37.2	1286902.56769
37.4	1220703.00000
37.6	1247528.39836
37.8	1360454.50951
38	1439189.06674
38.2	1353669.56814
38.4	1281738.00000
38.6	1257793.61533
38.8	1220703.00000
39	1220703.00000
39.2	1243017.06102
39.4	1259925.52754
39.6	1199510.87656
39.8	1159667.00000
40	1179186.55150
40.2	1220703.00000
40.4	1220703.00000
40.6	1220703.00000
40.8	1220703.00000
41	1220703.00000
41.2	1220703.00000
41.4	1220703.00000
41.6	1258282.28839
41.8	1392259.09907
42	1332226.92704
42.2	1272189.21888
42.4	1220703.00000
42.6	1220703.00000
42.8	1220703.00000
43	1214752.34374
43.2	1164910.13884
43.4	1230082.91778
43.6	1342773.00000
43.8	1342773.00000
44	1339881.11236
44.2	1279781.98024
44.4	1220703.00000
44.6	1220703.00000
44.8	1160800.01434
45	1218594.18474
45.2	1220703.00000
45.4	1220703.00000
45.6	1220703.00000
45.8	1220703.00000
46	1220703.00000
46.2	1220703.00000
46.4	1326655.48687
46.6	1447208.25925
46.8	1258293.48107
47	1322962.42558
47.2	1393390.08601
47.4	1403808.00000
47.6	1403808.00000
47.8	1257773.90036
48	1220703.00000
48.2	1220703.00000
48.4	1220703.00000
48.6	1220703.00000
48.8	1220703.00000
49	1220703.00000
49.2	1220703.00000
49.4	1179704.89304
49.6	1199588.07197
49.8	1220703.00000
50	1220703.00000
50.2	1220703.00000
50.4	1220703.00000
50.6	1220703.00000
50.8	1220703.00000
51	1289506.11433
51.2	1342773.00000
51.4	1277940.57920
51.6	1220703.00000
51.8	1220703.00000
52	1220703.00000
52.2	1220703.00000
52.4	1220703.00000
52.6	1247287.98614
52.8	1256265.29840
53	1220703.00000
53.2	1220703.00000
53.4	1220703.00000
53.6	1220703.00000
53.8	1220703.00000
54	1220703.00000
54.2	1220703.00000
54.4	1220703.00000
54.6	1220703.00000
54.8	1220703.00000
55	1220703.00000
55.2	1220703.00000
55.4	1246908.60240
55.6	1366986.65380
55.8	1453715.74615
56	1403808.00000
56.2	1375018.29356
56.4	1220703.00000
56.6	1220703.00000
56.8	1220703.00000
57	1220703.00000
57.2	1225942.89361
57.4	1286016.61074
57.6	1346418.96943
57.8	1394454.61562
58	1220703.00000
58.2	1220703.00000
58.4	1220703.00000
58.6	1220703.00000
58.8	1220703.00000
59	1220703.00000
59.2	1220703.00000
59.4	1220703.00000
59.6	1220703.00000
59.8	1220703.00000
60	1220703.00000
60.2	1220703.00000
60.4	1220703.00000
60.6	1220703.00000
60.8	1220703.00000
61	1220703.00000
61.2	1220703.00000
61.4	1220703.00000
61.6	1220703.00000
61.8	1220703.00000
62	1267398.12367
62.2	1419522.55260
62.4	1464843.00000
62.6	1464843.00000
62.8	1422762.59564
63	1403808.00000
63.2	1363825.23313
63.4	1381788.11659
63.6	1327342.73020
63.8	1206909.94988
64	1196152.14988
64.2	1220703.00000
64.4	1220703.00000
64.6	1220703.00000
64.8	1220703.00000
65	1188779.57473
65.2	1190592.20360
65.4	1220703.00000
65.6	1220703.00000
65.8	1220703.00000
66	1220703.00000
66.2	1300123.01430
66.4	1327362.96391
66.6	1196217.01725
66.8	1183163.82420
67	1220703.00000
67.2	1220703.00000
67.4	1220703.00000
67.6	1220703.00000
67.8	1220703.00000
68	1220703.00000
68.2	1238076.01035
68.4	1298147.60850
68.6	1342773.00000
68.8	1328290.11258
69	1281738.00000
69.2	1281738.00000
69.4	1270125.78749
69.6	1220703.00000
69.8	1210594.77019
70	1168824.37036
70.2	1220703.00000
70.4	1220703.00000
70.6	1233232.36032
70.8	1342773.00000
71	1342773.00000
71.2	1339396.41477
71.4	1279334.18261
71.6	1220703.00000
71.8	1220703.00000
72	1220703.00000
72.2	1220703.00000
72.4	1220703.00000
72.6	1220703.00000
72.8	1220703.00000
73	1220703.00000
73.2	1386067.77299
73.4	1187151.17186
73.6	1212852.60979
73.8	1220703.00000
74	1220703.00000
74.2	1220703.00000
74.4	1220703.00000
74.6	1220703.00000
74.8	1220703.00000
75	1220703.00000
75.2	1220703.00000
75.4	1220703.00000
75.6	1220703.00000
75.8	1220703.00000
76	1220703.00000
76.2	1220703.00000
76.4	1220703.00000
76.6	1220703.00000
76.8	1182701.73430
77	1196694.97774
77.2	1220703.00000
77.4	1220703.00000
77.6	1323077.90591
77.8	1337042.98017
78	1248908.33317
78.2	1220703.00000
78.4	1220703.00000
78.6	1220703.00000
78.8	1220703.00000
79	1220703.00000
79.2	1220703.00000
79.4	1194237.85125
79.6	1185178.76203
79.8	1220703.00000
80	1220703.00000
80.2	1220703.00000
80.4	1220703.00000
80.6	1241940.75811
80.8	1281738.00000
81	1262427.13850
81.2	1220703.00000
81.4	1220703.00000
81.6	1220703.00000
81.8	1236141.05951
82	1325213.72535
82.2	1451299.34411
82.4	1378648.23044
82.6	1293346.33845
82.8	1342773.00000
83	1371937.00141
83.2	1525878.00000
83.4	1492650.27248
83.6	1296480.31278
83.8	1390961.91976
84	1276257.97677
84.2	1220703.00000
84.4	1220703.00000
84.6	1220703.00000
84.8	1220703.00000
85	1220703.00000
85.2	1220703.00000
85.4	1220703.00000
85.6	1220703.00000
85.8	1220703.00000
86	1336397.84998
86.2	1285905.43893
86.4	1281738.00000
86.6	1281738.00000
86.8	1227787.23811
87	1220703.00000
87.2	1220703.00000
87.4	1220703.00000
87.6	1220703.00000
87.8	1220703.00000
88	1269232.68027
88.2	1376830.64270
88.4	1264097.13258
88.6	1220703.00000
88.8	1354706.10297
89	1403808.00000
89.2	1361060.26707
89.4	1509974.57541
89.6	1423476.29499
89.8	1262950.12128
90	1220703.00000
90.2	1220703.00000
90.4	1220703.00000
90.6	1220703.00000
90.8	1185398.43303
91	1228663.52120
91.2	1281738.00000
91.4	1281738.00000
91.6	1249987.07023
91.8	1189968.48883
92	1189375.53931
92.2	1220703.00000
92.4	1220703.00000
92.6	1220703.00000
92.8	1272322.73581
93	1293134.69087
93.2	1220703.00000
93.4	1266476.99553
93.6	1320750.66832
93.8	1239108.95657
94	1180098.34331
94.2	1220703.00000
94.4	1220703.00000
94.6	1220703.00000
94.8	1220703.00000
95	1205174.75534
95.2	1174231.33925
95.4	1220703.00000
95.6	1220703.00000
95.8	1232361.40780
96	1271037.28161
96.2	1220703.00000
96.4	1220703.00000
96.6	1220703.00000
96.8	1220703.00000
97	1220703.00000
97.2	1225621.76324
97.4	1281738.00000
97.6	1287809.49238
97.8	1401727.64211
98	1341670.40999
98.2	1281591.25233
98.4	1221512.72630
98.6	1220703.00000
98.8	1162433.88151
99	1216971.55180
99.2	1164394.59751
99.4	1214997.51457
99.6	1220703.00000
99.8	1220703.00000
100	1220703.00000
	1220703.00000
	210929.86072
